"Entity.1","Entity.2","source","target"
"CRKL","SOS1",78,71
"PRKACA","PRKACB",86,110
"MAP2K1","BRAF",26,145
"PIK3CA","PIK3R3",91,177
"PIK3CA","PIK3R2",91,58
"RAF1","MAP2K1",27,26
"PIK3R1","PIK3CD",28,60
"PIK3R1","PIK3CB",28,68
"PIK3R1","PIK3CA",28,91
"IKBKG","IKBKB",32,70
"IKBKG","CHUK",32,24
"IKBKG","NFKBIA",32,31
"RELA","NFKBIA",33,31
"GSK3B","PRKACB",99,110
"GNB1","GNG12",39,165
"NFKB1","NFKBIA",40,31
"PIK3R2","PIK3R3",58,177
"PIK3CD","PIK3R2",60,58
"PIK3CB","PIK3R2",68,58
"PIK3CA","PIK3R2",91,58
"PIK3R1","PIK3R2",28,58
"SHC1","PIK3R2",96,58
"SHC1","SOS2",96,174
"SHC1","PRKCD",96,84
"CRK","PIK3R3",97,177
"CRK","PIK3R2",97,58
"CRK","SOS2",97,174
"CRK","PIK3CD",97,60
"CRK","PIK3CB",97,68
"CRK","PIK3CA",97,91
"CRK","SHC1",97,96
"GRB2","PIK3R2",30,58
"GRB2","PIK3CA",30,91
"CHUK","IKBKB",24,70
"IKBKG","IKBKB",32,70
"IKBKG","CHUK",32,24
"RELA","CHUK",33,24
"GRB2","VAV3",30,179
"PRKACA","PRKACB",86,110
